ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q51AFARMWRK_W,Q51ATIME,Q51BFETCHWATER_W,Q51BTIME,Q51CFETCHWOOD_W,Q51CTIME,Q51DPRODHHGDS_W,Q51DTIME,Q51ECONSTRUC_W,Q51ETIME,Q51FCATCHFOOD_W,Q51FTIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71ACOOK,Q71BCLEAN,Q71CLAUNDRY,Q71DCHILDMIND,Q71EMAINTENANCE,Q71FSHOP,Q71GOTHR,Q72TIME,Q73ATTEND,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75ACLEAN,Q75BMAINTENANCE,Q75CGARDEN,Q75DMARK,Q75EHOUSE,Q75FOTHR,Q76TIME,Q77ADIF_CTCHUP,Q77BNOTIME,Q77CCONCENTRATE,Q77DPUNCTUAL,Q77ELEISURE,Q78ASUBCODE,Q78BSUBCODE,Child_Labour,Geo_Type_Code,Province,Stratum,Metro_code
3803,598104600000004401,Female,8,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,3,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,1,1,1,2,1,2,2.0,1,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,English First Additional Language,IsiZulu Home Language,0,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
3804,299105160000002701,Male,8,Coloured,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,10.0,2,2,2,2,2,2,2,5.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,Afrikaans First Additional Language,0,Urban,Eastern Cape,23104,EC - Nelson Mandela Bay
5279,299105160000002701,Female,14,Coloured,1,1.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,History,Afrikaans First Additional Language,0,Urban,Eastern Cape,23104,EC - Nelson Mandela Bay
3805,968101630000001801,Female,16,African/Black,2,,3,,1,1,Primary or secondary school,5.0,1.0,14,4,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,1,2,2,2,2,2,0.0,1,1,2,1,2,1,2,5.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Physical Sciences,Mathematics,0,Traditional,Limpopo,90203,LP - Non-metro
10251,968101630000001801,Male,10,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,2.0,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Mathematics,0,Traditional,Limpopo,90203,LP - Non-metro
3808,375100350000008301,Male,7,African/Black,2,,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,3,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,1,2,1.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,Afrikaans First Additional Language,English First Additional Language,0,Urban,Northern Cape,30103,NC - Non-metro
3810,860100620000003501,Female,11,African/Black,1,2.0,1,2.0,2,1,Primary or secondary school,7.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,1,2,1,2,0.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Mathematics,SiSwati Home Language,0,Traditional,Mpumalanga,80207,MP - Non-metro
3811,962104300000022401,Female,8,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Xitsonga Home Language,0,Traditional,Limpopo,90207,LP - Non-metro
5956,962104300000022401,Female,14,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,30.0,2,2,2,2,2,2,2,18.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Xitsonga Home Language,0,Traditional,Limpopo,90207,LP - Non-metro
3813,477100840000004901,Male,7,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,5.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,2,2,2,2,1,2,0.0,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,Mathematics,English First Additional Language,0,Urban,Free State,40102,FS - Non-metro
3818,799116700000003901,Female,15,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,2.0,-1,3,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,1.0,1,1,1,2,2,1,2,8.0,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,Mathematics,Life Orientation,0,Urban,Gauteng,78106,GP - City of Tshwane
3822,761101160000024902,Male,10,African/Black,1,1.0,2,,2,1,Primary or secondary school,6.0,1.0,5,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,1,2,2.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,Social Sciences,Life Orientation,0,Urban,Gauteng,70107,GP - Non-metro
8625,583100770000013201,Female,7,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,5.0,1.0,1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,1.0,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,IsiZulu Home Language,English First Additional Language,0,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
3824,798114250000007501,Female,10,African/Black,1,1.0,1,1.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,3.0,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,Natural Sciences,Home Language,0,Urban,Gauteng,77102,GP - City of Johannesburg
3825,797150730000036701,Female,7,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,5.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,4.0,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Mathematics,IsiXhosa Home Language,0,Urban,Gauteng,76109,GP - Ekurhuleni
8466,797150730000036701,Male,9,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,5.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,3.0,2,2,2,2,2,1,2,1.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,IsiXhosa Home Language,Life Orientation,0,Urban,Gauteng,76109,GP - Ekurhuleni
10874,876102010000014101,Male,10,African/Black,1,1.0,1,1.0,1,1,Primary or secondary school,5.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Mathematics,0,Traditional,Mpumalanga,80202,MP - Non-metro
3827,764102620000005801,Male,10,Coloured,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Natural Sciences,Life Orientation,0,Urban,Gauteng,70108,GP - Non-metro
5743,797150250000015501,Male,17,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,1,1,1,2,3.0,1,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Tourism,Economics,0,Urban,Gauteng,76109,GP - Ekurhuleni
3829,561101830000023001,Female,12,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,1.0,2.0,1.0,2.0,2.0,IsiZulu Home Language,Dramatic Arts,0,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
3830,973101820000017901,Female,13,African/Black,2,,1,2.0,2,1,Primary or secondary school,6.0,1.0,1,2,2,0.0,1,6.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,1,2,0.0,1,1,1,1,2,1,2,10.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,English First Additional Language,Sepedi Home Language,0,Traditional,Limpopo,90209,LP - Non-metro
9923,973101820000017901,Male,8,African/Black,2,,1,2.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,2,2,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Sepedi Home Language,0,Traditional,Limpopo,90209,LP - Non-metro
10610,973101820000017901,Male,14,African/Black,1,1.0,2,,2,1,Primary or secondary school,7.0,2.0,-1,2,2,0.0,1,1.0,2,0.0,2,0.0,1,1.0,2,0.0,2.0,2.0,2,1,2,2,1,2,0.0,1,1,1,2,2,1,2,0.0,1,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,Mathematics,Sepedi Home Language,0,Traditional,Limpopo,90209,LP - Non-metro
3831,797122930000009901,Male,14,African/Black,1,1.0,2,,2,1,Primary or secondary school,7.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,12.0,1,1,2,2,2,1,2,7.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,History,Geography,0,Urban,Gauteng,76102,GP - Ekurhuleni
3832,526100710000014401,Male,14,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,1.0,1,2,2,0.0,1,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,2,2,0.0,1,1,1,1,2,1,2,1.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,Mathematics,IsiZulu Home Language,0,Farms,KwaZulu-Natal,50216,KZN - Non-metro
5511,526100710000014401,Male,12,African/Black,1,1.0,1,2.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,1,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,2,2,5.0,1,1,1,2,2,1,2,2.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,IsiZulu Home Language,English First Additional Language,0,Farms,KwaZulu-Natal,50216,KZN - Non-metro
3838,973101820000001901,Male,12,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,1,2,0.0,1,1,1,2,2,1,2,2.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Mathematics,0,Traditional,Limpopo,90209,LP - Non-metro
4251,973101820000001901,Female,7,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,3.0,2,2,2,2,2,2,2,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Sepedi Home Language,English First Additional Language,0,Traditional,Limpopo,90209,LP - Non-metro
9968,973101820000001901,Female,12,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,1.0,1,2,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,2,2,1,2,0.0,1,1,1,2,2,1,2,6.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,Social Sciences,English First Additional Language,0,Traditional,Limpopo,90209,LP - Non-metro
3839,290102640000002601,Male,16,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,1.0,3,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,1,2,3.0,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Technology,Mathematics,0,Traditional,Eastern Cape,20217,EC - Non-metro
4093,290102640000002601,Male,13,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,3,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,2,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Life Sciences,English First Additional Language,0,Traditional,Eastern Cape,20217,EC - Non-metro
8937,797108470000141201,Male,10,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,18.0,1,1,1,2,2,2,2,8.0,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,Natural Sciences,1,Urban,Gauteng,76103,GP - Ekurhuleni
3842,987105070000008201,Male,7,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,1.0,1,2,2,0.0,1,71.0,1,1.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,1,2,2,2,0.0,2,1,2,2,2,1,2,0.0,1,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Sepedi Home Language,Mathematics,1,Traditional,Limpopo,90215,LP - Non-metro
11488,987105070000008201,Male,10,African/Black,1,2.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,1,3.0,1,1.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,1,2,2,2,0.0,2,1,2,1,2,1,2,0.0,1,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Life Skills,0,Traditional,Limpopo,90215,LP - Non-metro
3843,976103430000014201,Female,12,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,2,2,0.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,English First Additional Language,History,0,Traditional,Limpopo,90207,LP - Non-metro
8375,976103430000014201,Female,8,African/Black,2,,1,2.0,1,1,Primary or secondary school,6.0,1.0,2,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,0.0,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Sepedi Home Language,English First Additional Language,0,Traditional,Limpopo,90207,LP - Non-metro
9408,976103430000014201,Male,10,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,1,2,2,0.0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,Sepedi Home Language,0,Traditional,Limpopo,90207,LP - Non-metro
9702,976103430000014201,Female,7,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,1.0,2,2,2,2,2,2,2,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Sepedi Home Language,0,Traditional,Limpopo,90207,LP - Non-metro
10300,976103430000014201,Male,9,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,1,2,0.0,1,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Sepedi Home Language,0,Traditional,Limpopo,90207,LP - Non-metro
3844,861101810270001001,Female,17,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,7.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,1,2,1,2,0.0,1,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,Business Studies,Economics,1,Urban,Mpumalanga,80110,MP - Non-metro
5540,861101810270001001,Male,12,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,7.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,2,1,2,2,1,2,2.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Life Skills,English First Additional Language,0,Urban,Mpumalanga,80110,MP - Non-metro
3845,168100800000056101,Male,15,Coloured,1,1.0,1,1.0,2,1,Primary or secondary school,7.0,1.0,1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,10.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,Afrikaans First Additional Language,Natural Sciences,0,Urban,Western Cape,10101,WC - Non-metro
9207,168100800000056101,Female,8,Coloured,1,1.0,1,1.0,2,1,Primary or secondary school,7.0,1.0,1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,1,2,2,2,1,2,1.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Afrikaans First Additional Language,Mathematics,0,Urban,Western Cape,10101,WC - Non-metro
9537,168100800000056101,Male,10,Coloured,1,1.0,1,1.0,2,1,"Any other than the above, specify",7.0,1.0,1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,Other,Dramatic Arts,0,Urban,Western Cape,10101,WC - Non-metro
3849,798100690000013101,Male,12,African/Black,1,1.0,1,1.0,2,1,Primary or secondary school,6.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,1,2,2,2,2,2,4.0,1,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Sesotho Home Language,0,Urban,Gauteng,77113,GP - City of Johannesburg
3851,585100570000005901,Female,17,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,1.0,1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,2,2,1.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Traditional,KwaZulu-Natal,50205,KZN - Non-metro
9109,585100570000005901,Male,7,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,2,2,2,2,2,2,1.0,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,IsiZulu Home Language,English First Additional Language,0,Traditional,KwaZulu-Natal,50205,KZN - Non-metro
3852,299113080000002901,Female,7,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,8.0,2,2,2,2,2,2,2,6.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,Other,0,Urban,Eastern Cape,23106,EC - Nelson Mandela Bay
4239,299113080000002901,Male,11,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,7.0,2.0,-1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,2,2,2,1,2,9.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Urban,Eastern Cape,23106,EC - Nelson Mandela Bay
3853,599149160000000501,Male,17,Indian/Asian,1,1.0,2,,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,1,2,2,2,1,2,0.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Urban,KwaZulu-Natal,55112,KZN - eThekwini
3854,761101790000005201,Female,11,African/Black,1,1.0,3,,2,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,2,1,2,2,2,1,2,2.0,1,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Sesotho Home Language,Life Orientation,0,Urban,Gauteng,70104,GP - Non-metro
7539,166102830000012501,Female,16,Coloured,1,1.0,1,2.0,1,1,"Any other than the above, specify",8.0,1.0,1,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,0.0,1,1,1,2,2,1,2,3.0,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Arts & Culture,Social Sciences,0,Urban,Western Cape,10111,WC - Non-metro
3859,599148650000017201,Female,10,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,26.0,2,2,2,2,2,1,2,8.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,Mathematics,English First Additional Language,0,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
8806,599148650000017201,Male,16,African/Black,1,1.0,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,3,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,1,1,2,2,2,0.0,2,2,1,2,2,1,2,1.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,Life Sciences,IsiZulu Home Language,1,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
3860,599139620000017901,Male,14,African/Black,2,,1,2.0,1,1,Primary or secondary school,6.0,2.0,-1,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2,2,2,2,2,2,2.0,2,1,1,2,2,1,2,2.0,1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,English First Additional Language,Mathematics,0,Urban,KwaZulu-Natal,55102,KZN - eThekwini
