ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q51EXTRAWORK_W,Q51TIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71HHTASKS,Q72TIME,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75SCHOOL_CHORES,Q76TIME,Q77DIFF,Q78BSUBCODE,Stratum
12281,538100790000009600,2,12,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,10.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,50216
12282,576101200000020416,1,9,1,1,2,1,2,1,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,1.0,1,IsiXhosa Home Language,50206
12283,798160270000019584,2,15,1,1,2,2,2,1,1,2.0,6.0,2.0,-1.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,20.0,1.0,1.0,1.0,2,0.0,1,Geography,77104
12284,591100710000011776,2,16,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,1,3.0,2,2,1,1,1,2,2,2,5.0,1,4.0,1.0,2.0,1.0,1,0.0,2,Natural Sciences,50216
12285,798127390000038656,1,9,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,1,Life Sciences,77106
12286,968106690000001920,1,14,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,2,0.0,2,History,90202
12287,514103110000009600,2,7,1,1,1,1,2,2,1,2.0,6.0,1.0,1.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,IsiZulu Home Language,50216
12288,599148200000008448,2,10,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,4.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,1,Natural Sciences,55104
12289,969102170000010368,1,9,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,1,3.0,2,2,1,2,1,2,2,2,3.0,1,1.0,1.0,2.0,1.0,1,1.0,2,Mathematics,90212
12290,764102740000013440,1,13,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,14.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,70105
12291,361101850000019392,1,7,1,1,2,2,2,1,1,2.0,5.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,30201
12292,584100520000014464,1,13,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,1,8.0,2,2,1,1,1,2,2,2,26.0,1,12.0,1.0,2.0,1.0,1,2.0,1,History,50209
12294,472104560000002624,2,9,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,2,Sesotho Home Language,40201
12296,362100710000031424,1,10,2,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,English First Additional Language,30401
12297,962104520000023040,1,11,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,1.0,2,English First Additional Language,90207
12298,968106250000014848,1,8,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematics,90201
12300,478102020000015616,2,7,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,2.0,2,0.0,1,Sesotho Home Language,40108
12301,966107560000010880,1,8,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,1,2.0,2,Xitsonga Home Language,90204
12302,514101030000001408,2,17,1,1,1,1,2,2,2,-1.0,,,-1.0,,1,1,3.0,2,2,1,2,2,2,2,2,16.0,1,20.0,,,,2,0.0,2,,50216
12305,974100970000016256,2,15,1,1,1,1,2,1,1,2.0,6.0,1.0,15.0,2.0,1,1,2.0,2,2,1,2,1,2,2,2,32.0,1,6.0,1.0,1.0,1.0,1,4.0,2,Life Orientation,90210
12306,570101110000011520,2,13,1,1,2,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,18.0,1.0,2.0,1.0,1,4.0,2,Mathematics,50301
12307,875101280000013056,2,13,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,80101
12308,797151890000000128,2,14,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,2,0.0,2,Mathematics,76108
12309,761101320100000896,1,9,1,1,1,1,2,2,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,1,Life Orientation,70107
12310,560101180000008000,2,14,1,2,2,1,2,1,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,15.0,1.0,2.0,1.0,1,9.0,1,IsiZulu Home Language,50214
12311,798127540000009216,2,10,1,1,2,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,1.0,2.0,2.0,1,1.0,2,Mathematics,77108
12312,678100370000007296,1,9,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,English First Additional Language,60107
12313,797145470000021760,2,11,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Life Orientation,76110
12314,860102660000014336,2,16,3,1,1,1,1,2,1,3.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,English First Additional Language,80104
12315,866104170000002688,1,17,1,1,2,1,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,6.0,1.0,2.0,1.0,2,0.0,1,Life Orientation,80101
12316,966103940000019456,2,13,1,1,1,1,1,2,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,8.0,1.0,2.0,1.0,1,1.0,1,Economic Management Sciences,90105
12320,797144890000018048,1,13,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,15.0,1.0,2.0,1.0,1,1.0,2,Mathematics,76103
12321,375100470000012672,1,12,2,1,1,2,2,2,1,2.0,6.0,1.0,1.0,4.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,1,English First Additional Language,30101
12322,799102110000076032,2,17,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,Mathematics,78113
12324,260101450000009504,1,11,1,1,1,1,2,2,1,2.0,8.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Life Skills,22101
12325,599138240000015104,2,15,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,English First Additional Language,55108
12329,260103130000005600,2,8,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,1.0,1,0.0,2,Mathematics,22101
12330,799115910000030464,1,7,1,1,1,1,1,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Mathematics,78108
12331,466100380000011072,1,9,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,1.0,2.0,1.0,1,0.0,2,Geography,40105
12332,868100330000002688,2,10,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,1.0,1,2.0,2,IsiZulu Home Language,80102
12333,506102290000007104,1,12,1,1,2,2,2,1,1,2.0,6.0,1.0,1.0,2.0,1,1,1.0,2,2,1,1,1,2,2,2,4.0,1,4.0,1.0,2.0,1.0,1,1.0,2,IsiZulu Home Language,50214
12334,538103520000011008,2,10,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,7.0,2.0,2.0,2.0,1,1.0,2,Mathematics,50212
12335,982100920000003072,2,17,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,3.0,2,English First Additional Language,90209
12337,677102650000008576,2,14,1,2,2,1,1,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,0.0,2,English First Additional Language,60106
12338,461100920000016320,1,14,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,1.0,2,Mathematics,40102
12339,966108060000003456,1,11,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,1,2.0,2,2,2,1,2,2,2,2,14.0,1,0.0,1.0,2.0,1.0,2,0.0,2,Life Skills,90208
12340,980101580000003200,1,11,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Sepedi Home Language,90103
12341,593100990000026752,1,8,1,1,2,1,2,1,1,2.0,5.0,2.0,-1.0,2.0,1,1,1.0,2,2,1,1,2,2,2,2,2.0,1,0.0,1.0,2.0,1.0,1,0.0,2,IsiZulu First Additional Language,50217
12342,986101090000018048,2,9,1,1,1,1,2,1,1,2.0,6.0,1.0,1.0,3.0,1,1,6.0,2,2,2,1,1,2,2,2,3.0,1,1.0,1.0,2.0,1.0,1,1.0,2,Life Skills,90203
12343,199145500000006688,2,9,2,1,1,1,1,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,English First Additional Language,11108
12345,797121450000006144,2,8,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Afrikaans First Additional Language,76108
12347,299111090000006080,2,15,2,1,1,1,1,2,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,2,0.0,2,Physical Sciences,23106
12348,982103160000012160,1,7,1,1,2,1,1,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,English First Additional Language,90204
12349,968110080000000256,2,10,1,2,2,2,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,1,2,2,2,2,2.0,1,1.0,2.0,2.0,1.0,2,0.0,2,Life Skills,90210
12351,566108230000033792,2,8,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,1.0,2,0.0,2,Arts & Culture,50109
12352,599148650000004736,2,13,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,6.0,1.0,2.0,1.0,1,2.0,2,Arts & Culture,55201
12353,271104650000006816,2,16,1,1,1,1,1,1,1,2.0,5.0,1.0,1.0,2.0,1,1,3.0,2,2,2,1,1,2,2,2,32.0,1,5.0,1.0,2.0,1.0,2,0.0,2,Consumer Studies,20213
12355,874105430000003328,2,12,1,1,1,2,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,1,0.0,2,Economic Management Sciences,80208
12356,986101800000006272,2,17,1,1,1,1,2,2,2,-1.0,,,-1.0,,2,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,,,,2,0.0,2,,90401
12357,260102850000026208,2,7,1,1,1,2,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,IsiXhosa Home Language,22101
12358,599131470000007936,2,17,1,1,1,2,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,8.0,1.0,1.0,1.0,1,1.0,2,Geography,55201
12359,961102000000000768,1,13,1,1,2,1,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,1.0,2,English First Additional Language,90214
12361,977100330000006912,2,15,1,1,2,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,1,2.0,2,English First Additional Language,90401
12362,677102410000002816,1,8,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematics,60103
12363,799151190000000768,1,15,1,1,2,1,2,2,1,2.0,7.0,1.0,6.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,2,0.0,2,Life Orientation,78107
12364,591102270000003328,1,13,1,2,2,1,2,2,1,2.0,5.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,1,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,0.0,2,IsiZulu First Additional Language,50216
12365,798116720000018816,2,12,1,2,2,1,1,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,77105
12366,576101200000001472,2,15,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,1,4.0,2,2,2,1,2,2,2,2,4.0,1,3.0,1.0,2.0,1.0,1,1.0,1,Physical Sciences,50206
12367,799138160000006656,1,7,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematics,78105
12369,199121310000004416,1,13,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,Mathematics,11105
12370,467102940000010176,1,10,2,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Mathematics,40101
12371,291101530000024576,2,10,1,1,1,1,2,2,1,2.0,6.0,1.0,4.0,2.0,1,1,28.0,2,2,1,1,1,2,2,1,24.0,1,6.0,1.0,2.0,1.0,2,0.0,2,IsiXhosa Home Language,20210
12372,279100890000019200,2,17,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,5.0,1.0,2.0,1.0,1,1.0,2,IsiXhosa Home Language,20220
12373,260100220000000416,2,14,1,1,1,1,2,2,1,2.0,6.0,1.0,13.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,2,0.0,2,Technology,22201
12374,799136700000006784,1,13,1,2,2,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,15.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,78105
12375,974106230000003584,1,11,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,Sepedi Home Language,90209
12376,177100890000023296,2,13,2,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,5.0,1.0,2.0,1.0,2,0.0,2,Geography,10105
12377,360100590000004928,1,15,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,1,2,2,2,2,2.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematics,30401
12378,871104320000012160,1,11,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,0.0,2,Natural Sciences,80208
12381,594100430000017664,2,12,1,1,1,1,2,2,1,2.0,6.0,1.0,1.0,4.0,1,1,4.0,2,2,1,1,1,1,1,2,8.0,1,3.0,1.0,1.0,1.0,1,4.0,1,Social Sciences,50214
12382,499106650000005888,2,9,1,1,1,2,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,1.0,2,0.0,2,Mathematics,44102
12383,969103040000018944,1,9,1,1,2,3,2,1,1,2.0,6.0,2.0,-1.0,4.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Mathematics,90205
12384,576102160000007680,2,11,1,1,1,1,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,1,6.0,2,2,2,1,1,2,2,2,6.0,1,3.0,1.0,2.0,1.0,2,0.0,1,English First Additional Language,50206
12385,467104820000021504,2,13,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,1,1.0,2,English First Additional Language,40401
12386,798125260000014080,2,13,1,1,1,1,1,2,1,2.0,7.0,1.0,15.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,4.0,1,Sesotho Home Language,77116
12387,799148220000000128,2,7,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Life Skills,78108
12388,764102740000007424,2,7,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,English First Additional Language,70105
12389,361100930000031104,1,12,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,2,0.0,2,Technology,30201
12390,282103420000022112,1,17,1,1,2,1,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,1.0,1.0,1,1.0,2,Economics,20101
12392,973102110000005120,1,12,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,1,2.0,2,2,1,2,2,2,2,2,29.0,1,3.0,1.0,2.0,1.0,1,3.0,2,Sepedi Home Language,90213
12393,598100250000003200,2,15,1,2,2,1,2,2,1,2.0,6.0,2.0,-1.0,3.0,1,1,4.0,2,2,1,1,1,2,2,2,4.0,1,5.0,2.0,2.0,1.0,2,0.0,2,Natural Sciences,50203
12394,798108060000028544,2,15,1,1,1,2,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,1,Mathematics,77102
12395,978101720000011776,2,7,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,1,1.0,2,Mathematics,90204
12396,592103660000010240,1,15,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,1.0,1,1,1.0,2,2,2,1,2,2,2,2,2.0,1,1.0,2.0,2.0,1.0,2,0.0,2,Life Orientation,50212
12397,966109470000001536,2,14,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,1,3.0,2,2,2,1,2,2,2,2,3.0,1,8.0,1.0,2.0,1.0,2,0.0,1,English First Additional Language,90201
12398,499101500000009920,2,17,1,1,1,1,1,2,1,2.0,8.0,1.0,15.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,2,0.0,1,Agricultural Science,44101
12399,514102950000010880,2,11,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,9.0,1.0,2.0,1.0,2,0.0,2,Life Skills,50105
12400,874107110000014848,1,8,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,2.0,2.0,1.0,1,1.0,1,English First Additional Language,80208
12401,199120270000006592,1,12,1,1,1,1,1,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,2,0.0,1,Geography,11109
12402,469102250000004096,1,11,1,1,1,2,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,1.0,2,Life Skills,40102
12404,293104660000010176,2,9,1,2,2,1,2,1,1,2.0,6.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,3.0,1.0,2.0,1.0,2,0.0,2,IsiXhosa Home Language,20217
12405,985105910000014464,1,14,1,1,1,2,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,1,1.0,2,2,2,1,2,2,2,2,1.0,1,1.0,1.0,2.0,1.0,1,1.0,2,Natural Sciences,90212
12406,298101180000001600,2,13,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,1.0,1,1,2.0,2,2,2,1,2,2,2,2,1.0,1,3.0,1.0,2.0,1.0,1,2.0,1,English First Additional Language,20215
12408,287102940000012000,1,14,1,1,1,1,2,2,1,2.0,7.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,2,0.0,2,Natural Sciences,20212
12409,962100480000010368,1,12,1,1,2,1,2,1,1,2.0,7.0,2.0,-1.0,1.0,1,1,2.0,2,2,2,1,2,2,2,2,24.0,1,1.0,1.0,2.0,1.0,2,0.0,2,Geography,90213
12410,864101160000012160,2,12,1,1,1,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,4.0,1.0,2.0,1.0,1,1.0,2,Social Sciences,80101
12411,580102160000030208,1,7,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Life Skills,50207
12412,499103420000013696,1,11,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,2,Social Sciences,44101
12413,383101110000010496,2,8,2,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Technology,30104
12414,286103200000009216,1,13,1,1,2,2,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,5.0,1.0,2.0,1.0,1,5.0,1,History,20205
12415,591101690000013440,1,8,1,1,2,1,2,1,1,2.0,5.0,1.0,15.0,3.0,1,2,0.0,2,2,1,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,1,0.0,2,English First Additional Language,50216
12416,797144890000015744,2,9,1,1,1,1,1,2,1,2.0,7.0,1.0,1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,9.0,1.0,2.0,1.0,1,1.0,2,English First Additional Language,76103
12418,283101230000002208,1,12,1,1,2,1,2,1,1,2.0,6.0,2.0,-1.0,1.0,1,1,1.0,2,2,1,2,2,2,2,2,1.0,1,5.0,1.0,2.0,1.0,2,0.0,2,English First Additional Language,20209
12419,566100310000014400,1,12,1,1,2,1,2,2,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,2.0,1.0,2.0,1.0,1,1.0,2,Business Studies,50212
12420,566100310000014400,2,10,1,1,2,1,2,2,1,2.0,7.0,2.0,-1.0,2.0,1,1,1.0,2,2,2,1,2,2,2,2,5.0,1,1.0,1.0,2.0,1.0,1,1.0,1,IsiZulu Home Language,50212
12422,672102260000015360,2,9,1,1,1,1,2,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,1,0.0,1.0,2.0,1.0,1,0.0,2,English First Additional Language,60202
12424,273100210000003712,2,10,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,3.0,1,2,0.0,2,2,2,1,2,2,2,2,0.0,1,1.0,1.0,2.0,1.0,1,0.0,1,Mathematics,20213
12425,667104770000043264,1,11,1,1,1,1,2,1,1,2.0,6.0,2.0,-1.0,2.0,1,2,0.0,2,1,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,1,1.0,2,Life Orientation,60206
12426,660101620000020352,1,9,1,1,1,1,1,2,1,2.0,6.0,2.0,-1.0,1.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematical Literacy,60201
12427,563100110000013184,2,7,1,1,1,1,2,1,1,2.0,6.0,1.0,1.0,3.0,1,2,0.0,2,2,2,2,2,2,2,2,0.0,2,0.0,2.0,2.0,2.0,2,0.0,2,Mathematics,50102
