ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q51EXTRAWORK_W,Q51TIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71HHTASKS,Q72TIME,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75SCHOOL_CHORES,Q76TIME,Q77DIFF,Q78BSUBCODE,Child_Labour,Stratum
3147,279100110000028192,Male,9,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,Yes,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Life Skills,No,20209
3148,299113080000001024,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,9.0,Yes,4.0,Yes,No,Yes,Yes,1.0,No,IsiXhosa Home Language,No,23106
3150,295103510000006208,Male,16,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,20202
4297,295103510000006208,Female,14,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,20202
6012,765101410000002176,Female,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,No,Mathematics,No,70401
3154,297102640000013504,Female,13,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,No,Natural Sciences,No,20216
11970,297102640000013504,Female,17,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,8.0,No,Not_Absent,0 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Life Sciences,No,20216
3155,798124200000023040,Female,17,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,"Other, specify",10 to 19 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,Yes,History,No,77108
6645,798124200000023040,Female,7,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,77108
3156,661103220000017152,Female,11,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,4.0,Yes,Setswana Home Language,No,60203
5287,762101060000014464,Female,16,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,1.0,No,Physical Sciences,No,70104
3160,798144860000011264,Female,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,No,No,Yes,No,0.0,Yes,Geography,No,77111
3161,570101260000025472,Male,12,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,No transport,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,No,Life Skills,No,50102
3163,479100890000006784,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,No,No,Yes,No,0.0,No,Dramatic Arts,No,40106
7869,479100890000006784,Female,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,No,No,Yes,No,0.0,No,History,No,40106
3164,299113080000004800,Male,13,African/Black,Yes,Yes,Yes,No,Yes,No,Other,,,Not_Absent,,No,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,,,,No,0.0,No,,No,23106
3167,276103210000015008,Female,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,0.0,No,IsiXhosa Home Language,No,20213
4938,276103210000015008,Male,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Bad weather conditions,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,No,No,Yes,Yes,1.0,No,English First Additional Language,No,20213
3169,585100750000001152,Female,16,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,Yes,1.0,Yes,History,No,50208
3170,581101670000007424,Male,13,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,50209
3172,976101090000023168,Female,9,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,1.0,Yes,Mathematics,No,90216
3985,976101090000023168,Female,7,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,90216
9502,976101090000023168,Female,17,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,Yes,1.0,Yes,Agricultural Science,No,90216
3174,662100870190003584,Female,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,To help at home with household tasks,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,Yes,2.0,No,Setswana Home Language,No,60402
3177,297102640000001472,Female,14,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,Yes,Business Studies,No,20216
8066,297102640000001472,Male,14,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,10.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,20216
8088,297102640000001472,Male,15,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Mathematics,No,20216
3178,982100820000005504,Male,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,5.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,10.0,No,4.0,No,No,No,Yes,1.0,No,Social Sciences,No,90209
10558,982100820000005504,Female,7,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,5.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,5.0,Yes,No,Yes,Yes,1.0,No,Mathematics,No,90209
3180,976102890000006272,Male,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,Yes,Yes,No,No,No,No,No,No,7.0,Yes,8.0,Yes,No,Yes,Yes,5.0,No,Sepedi Home Language,No,90209
5231,976102890000006272,Female,14,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,8.0,No,No,No,Yes,Yes,No,No,No,4.0,Yes,0.0,Yes,Yes,Yes,Yes,5.0,Yes,Economic Management Sciences,Yes,90209
8980,976102890000006272,Female,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness,5 to 9 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,3.0,Yes,Mathematics,No,90209
3181,361101430000005888,Male,17,African/Black,No,No,No,No,Yes,Yes,Primary or secondary school,5.0,Yes,"Other, specify",1 to 4 days,Yes,Yes,8.0,No,No,No,Yes,Yes,No,No,No,1.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Mathematics,No,30201
3250,361101430000005888,Female,14,African/Black,No,No,No,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,30201
8245,361101430000005888,Female,15,African/Black,No,No,No,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,Yes,2.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,Yes,English First Additional Language,No,30201
3183,199117280000006304,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Arts & Culture,No,11109
3184,199133340010000416,Male,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,No transport,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,Yes,No,0.0,Yes,English First Additional Language,No,11111
3185,294111300000012288,Male,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,30.0,Yes,7.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,20214
3186,797110030000004224,Male,11,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,No,Yes,1.0,No,Natural Sciences,No,76107
3187,660100200000004480,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,0.0,No,English First Additional Language,No,60204
9042,660100200000004480,Male,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,1.0,No,No,No,No,0.0,No,Social Sciences,No,60204
3189,499106610000007104,Female,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,Yes,1.0,No,Arts & Culture,No,44102
3463,499106610000007104,Male,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,Yes,Mathematics,No,44102
7553,499106610000007104,Male,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Natural Sciences,No,44102
11660,499106610000007104,Female,14,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,Yes,Sesotho Home Language,No,44102
3190,199110600000019616,Male,17,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,No,0.0,No,Mathematics,No,11108
3192,163100380000036512,Male,8,White,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,10.0,No,No,No,No,0.0,No,Physical Sciences,No,10102
3194,763101180000003840,Female,15,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Life Orientation,No,70102
7617,763101180000003840,Female,15,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,2.0,No,Economics,No,70102
3196,982103160000012160,Male,15,African/Black,Yes,No,Yes,Yes,Yes,Yes,Primary or secondary school,7.0,Yes,Did not want to/feel like going to school,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,40.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Life Sciences,No,90204
7234,478100200000001280,Female,15,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,6.0,Yes,No,Yes,No,0.0,No,Sesotho Home Language,No,40102
3198,499107470000027904,Female,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,30.0,Yes,10.0,Yes,No,Yes,No,0.0,No,Numeracy,No,44101
8433,499107470000027904,Male,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,44101
3199,299115830000005824,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,9.0,Yes,4.0,Yes,No,Yes,Yes,0.0,Yes,English First Additional Language,No,23101
5647,299115830000005824,Female,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,5.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,No,No,Yes,No,0.0,No,Other,No,23101
3201,761101320100001152,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,2.0,No,Mathematics,No,70107
4543,761101320100001152,Male,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,12.0,Yes,7.0,Yes,No,Yes,Yes,1.0,No,Life Orientation,No,70107
4758,761101320100001152,Male,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Sesotho Home Language,No,70107
3203,364101180000004224,Male,14,Coloured,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Social Sciences,No,30101
3204,665102250000017664,Male,15,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,Yes,No,No,No,No,No,4.0,Yes,4.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,60207
3206,866104870000015488,Female,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,"Other, specify",1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,2.0,No,Mathematics,No,80106
8987,866104870000015488,Female,14,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,"Other, specify",5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,2.0,Yes,Social Sciences,No,80106
11925,866104870000015488,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,"Other, specify",1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,2.0,Yes,Afrikaans First Additional Language,No,80106
3207,974110100000001536,Female,7,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,4.0,No,No,No,Yes,2.0,No,English First Additional Language,No,90207
3208,799112390000012544,Female,16,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,Yes,0.0,Yes,4.0,Yes,Yes,Yes,Yes,1.0,No,Life Sciences,No,78201
9362,799112390000012544,Female,12,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,6.0,No,English First Additional Language,No,78201
3209,293102590000009024,Male,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,4.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Mathematics,No,20217
5522,293102590000009024,Male,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,Yes,No,Yes,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Life Sciences,No,20217
6110,293102590000009024,Female,14,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,8.0,No,No,Yes,Yes,Yes,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,No,Economic Management Sciences,No,20217
3211,860102060000010752,Male,16,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,Yes,1.0,No,English First Additional Language,No,80108
9161,860102060000010752,Male,15,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,Yes,Yes,Yes,1.0,No,Mathematics,No,80108
9620,860102060000010752,Male,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,1.0,No,SiSwati Home Language,No,80108
3214,566105620000012096,Male,11,African/Black,Yes,No,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,IsiZulu Home Language,No,50102
3217,588100520000020352,Female,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,No,Mathematics,No,50215
7193,588100520000020352,Male,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,50215
7603,588100520000020352,Male,12,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Social Sciences,No,50215
9338,588100520000020352,Female,11,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,50215
3220,799121980000023040,Male,9,African/Black,Yes,No,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,5.0,Yes,No,Yes,No,0.0,No,Life Skills,No,78111
4098,799121980000023040,Female,16,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Life Orientation,No,78111
3223,199143760010001600,Male,16,African/Black,No,No,No,No,No,Yes,Primary or secondary school,5.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,11107
3228,599139150000001920,Female,14,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,10.0,Yes,No,Yes,No,0.0,Yes,Economic Management Sciences,No,55104
5680,599139150000001920,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,Yes,2.0,Yes,No,Yes,No,0.0,Yes,Natural Sciences,No,55104
3229,797151890000010624,Female,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,10.0,No,No,No,No,0.0,No,Mathematics,No,76108
11235,797151890000010624,Male,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Physical Sciences,No,76108
3230,477101040000015296,Male,10,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,0.0,No,Sesotho Home Language,No,40104
3231,799142670000000640,Female,7,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Other,Yes,78105
3633,799142670000000640,Female,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Economics,Yes,78105
3232,763103110000013056,Male,16,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Mathematics,No,70102
3233,566104270000014528,Female,8,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,8.0,Yes,School vacation period,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,5.0,No,No,No,No,0.0,No,English First Additional Language,No,50105
4728,566104270000014528,Male,15,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,Did not want to/feel like going to school,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,Natural Sciences,No,50105
3238,961102000000006784,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,90214
3240,976102440000004992,Male,13,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Did not want to/feel like going to school,10 to 19 days,Yes,Yes,8.0,No,No,Yes,Yes,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,1.0,Yes,Social Sciences,No,90215
3242,297105450000005312,Female,10,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,8.0,Yes,Illness,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,1.0,No,No,Yes,Yes,1.0,No,Mathematics,Yes,20211
11020,297105450000005312,Female,16,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,8.0,No,Not_Absent,1 to 4 days,Yes,Yes,5.0,No,No,Yes,Yes,Yes,No,No,No,0.0,Yes,5.0,Yes,Yes,Yes,Yes,2.0,No,IsiXhosa Home Language,Yes,20211
3243,966109470000015104,Male,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,Mathematics,No,90201
3245,295102800000009728,Female,17,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,Yes,1.0,Yes,Life Sciences,No,20203
3247,960104000000014720,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,Yes,Yes,No,0.0,No,Economics,No,90208
